txn_id,account_id,timestamp,amount,currency,channel,mcc,merchant,country,state,description,label_fraud
T001680,A100110,2024-03-19T23:17:00,100.4,USD,ATM,7011,HOTELINN,US,ON,HOTELINN ON ATM *REF 82284,0
T003598,A100177,2024-03-19T23:37:00,96.97,USD,ECOM,6011,GENSTORE,CA,NY,GENSTORE NY ECOM *REF 40280,0
T000677,A100082,2024-03-19T23:40:00,47.14,USD,POS,5921,ATM*WITHDRAW,CA,QC,ATM*WITHDRAW QC POS *REF 48616,0
T004135,A100248,2024-03-20T00:51:00,108.1,USD,P2P,6011,UBER*TRIP,US,BC,UBER*TRIP BC P2P *REF 32170,0
T000545,A100125,2024-03-20T01:30:00,70.26,USD,POS,4111,GENSTORE,US,NY,GENSTORE NY POS *REF 91666,0
T004945,A100263,2024-03-20T03:48:00,79.94,USD,POS,5921,SHIP*FREIGHT,US,BC,SHIP*FREIGHT BC POS *REF 93709,0
T001160,A100267,2024-03-20T04:47:00,28.28,USD,POS,4789,HOTELINN,US,BC,HOTELINN BC POS *REF 21948,0
T003921,A100064,2024-03-20T05:09:00,149.42,USD,POS,5921,ATM*WITHDRAW,US,ON,ATM*WITHDRAW ON POS *REF 24670,0
T004055,A100173,2024-03-20T07:00:00,36.93,USD,POS,4789,GROCERYMART,CA,BC,GROCERYMART BC POS *REF 92248,0
T003374,A100074,2024-03-20T07:27:00,188.36,USD,ECOM,4829,ELECTROHUB,US,ON,ELECTROHUB ON ECOM *REF 50657,1
T002236,A100136,2024-03-20T07:41:00,102.75,USD,POS,7011,UBER*TRIP,CA,BC,UBER*TRIP BC POS *REF 65965,0
T002456,A100164,2024-03-20T08:27:00,108.75,USD,ECOM,4789,LIQUORHUT,US,CA,LIQUORHUT CA ECOM *REF 18279,0
T004091,A100068,2024-03-20T09:10:00,58.63,USD,ECOM,5732,LIQUORHUT,US,QC,LIQUORHUT QC ECOM *REF 55874,0
T001705,A100179,2024-03-20T09:12:00,82.24,USD,P2P,5411,GROCERYMART,US,BC,GROCERYMART BC P2P *REF 90349,0
T002116,A100018,2024-03-20T10:41:00,113.38,USD,ECOM,5411,UBER*TRIP,CA,NY,UBER*TRIP NY ECOM *REF 15450,0
T001871,A100203,2024-03-20T11:09:00,28.29,USD,POS,5921,CAFEBEAN,US,QC,CAFEBEAN QC POS *REF 74241,0
T004668,A100176,2024-03-20T11:17:00,40.32,USD,POS,5812,SHIP*FREIGHT,US,CA,SHIP*FREIGHT CA POS *REF 36780,0
T003638,A100251,2024-03-20T11:50:00,78.62,USD,ATM,5812,HOTELINN,CA,BC,HOTELINN BC ATM *REF 24994,0
T002100,A100019,2024-03-20T12:12:00,57.76,USD,POS,4789,ATM*WITHDRAW,US,NY,ATM*WITHDRAW NY POS *REF 55104,0
T001872,A100238,2024-03-20T13:48:00,45.68,USD,ECOM,5812,HOTELINN,US,NY,HOTELINN NY ECOM *REF 27510,0
T001512,A100189,2024-03-20T14:21:00,66.27,USD,ECOM,5411,UBER*TRIP,US,NY,UBER*TRIP NY ECOM *REF 90683,0
T002648,A100114,2024-03-20T15:04:00,69.02,USD,ATM,5921,ATM*WITHDRAW,US,QC,ATM*WITHDRAW QC ATM *REF 67035,0
T003275,A100067,2024-03-20T15:37:00,68.86,USD,POS,4789,ELECTROHUB,US,QC,ELECTROHUB QC POS *REF 93594,0
T000740,A100183,2024-03-20T17:59:00,76.62,USD,POS,6011,ATM*WITHDRAW,US,NY,ATM*WITHDRAW NY POS *REF 72405,0
T002133,A100154,2024-03-20T18:30:00,99.89,USD,ECOM,4111,CAFEBEAN,US,TX,CAFEBEAN TX ECOM *REF 56281,0
T004391,A100291,2024-03-20T18:55:00,44.15,USD,ECOM,5999,SHIP*FREIGHT,US,ON,SHIP*FREIGHT ON ECOM *REF 71529,0
T002031,A100126,2024-03-20T20:57:00,35.19,USD,ECOM,7011,LIQUORHUT,US,BC,LIQUORHUT BC ECOM *REF 73603,0
T001150,A100131,2024-03-20T21:10:00,14.88,USD,ECOM,4111,ATM*WITHDRAW,CA,CA,ATM*WITHDRAW CA ECOM *REF 77429,0
T001250,A100223,2024-03-21T02:54:00,43.55,USD,POS,5921,GENSTORE,CA,ON,GENSTORE ON POS *REF 98237,0
T000453,A100017,2024-03-21T04:26:00,4.25,USD,POS,7011,GENSTORE,US,NJ,GENSTORE NJ POS *REF 82538,0
T000211,A100022,2024-03-21T05:33:00,60.69,USD,ATM,5411,HOTELINN,CA,NJ,HOTELINN NJ ATM *REF 77365,0
T000450,A100045,2024-03-21T05:33:00,117.63,USD,POS,4111,LIQUORHUT,CA,CA,LIQUORHUT CA POS *REF 75558,0
T004169,A100131,2024-03-21T05:38:00,122.74,USD,ECOM,7011,ELECTROHUB,CA,CA,ELECTROHUB CA ECOM *REF 60289,0
T002119,A100054,2024-03-21T06:14:00,51.25,USD,ECOM,5411,HOTELINN,US,TX,HOTELINN TX ECOM *REF 50319,0
T002673,A100122,2024-03-21T06:43:00,70.9,USD,P2P,4111,ATM*WITHDRAW,US,BC,ATM*WITHDRAW BC P2P *REF 37938,0
T003857,A100204,2024-03-21T09:28:00,73.94,USD,ECOM,5921,UBER*TRIP,US,BC,UBER*TRIP BC ECOM *REF 61710,0
T003142,A100008,2024-03-21T09:50:00,35.61,USD,POS,5999,ATM*WITHDRAW,US,QC,ATM*WITHDRAW QC POS *REF 48590,0
T002155,A100114,2024-03-21T10:41:00,4.66,USD,POS,4789,ATM*WITHDRAW,US,QC,ATM*WITHDRAW QC POS *REF 55941,0
T001977,A100279,2024-03-21T12:04:00,94.96,USD,ECOM,5732,UBER*TRIP,CA,ON,UBER*TRIP ON ECOM *REF 19352,0
T001677,A100130,2024-03-21T13:10:00,108.28,USD,POS,5921,SHIP*FREIGHT,US,BC,SHIP*FREIGHT BC POS *REF 90652,0
T001538,A100236,2024-03-21T14:56:00,86.15,USD,POS,5921,ATM*WITHDRAW,US,BC,ATM*WITHDRAW BC POS *REF 41398,0
T001273,A100025,2024-03-21T15:07:00,14.56,USD,POS,5999,GROCERYMART,US,NJ,GROCERYMART NJ POS *REF 73185,0
T000198,A100002,2024-03-21T16:17:00,49.63,USD,POS,4789,LIQUORHUT,CA,BC,LIQUORHUT BC POS *REF 26659,0
T002011,A100139,2024-03-21T16:30:00,62.53,USD,ATM,5732,GROCERYMART,US,QC,GROCERYMART QC ATM *REF 58181,0
T001712,A100268,2024-03-21T18:24:00,60.03,USD,ECOM,4789,CAFEBEAN,US,TX,CAFEBEAN TX ECOM *REF 53686,0
T000564,A100184,2024-03-21T18:50:00,35.65,USD,POS,6011,ATM*WITHDRAW,US,TX,ATM*WITHDRAW TX POS *REF 33453,0
T003065,A100014,2024-03-21T19:19:00,33.15,USD,ECOM,6011,LIQUORHUT,US,ON,LIQUORHUT ON ECOM *REF 33929,0
T002962,A100174,2024-03-21T20:19:00,27.7,USD,POS,4111,GENSTORE,US,BC,GENSTORE BC POS *REF 28677,0
T003451,A100183,2024-03-21T20:22:00,79.79,USD,ECOM,6011,CAFEBEAN,US,NY,CAFEBEAN NY ECOM *REF 19477,0
T003384,A100202,2024-03-21T22:17:00,23.1,USD,POS,7011,GENSTORE,US,TX,GENSTORE TX POS *REF 95736,0
T003891,A100202,2024-03-21T22:46:00,78.89,USD,ECOM,7011,UBER*TRIP,US,TX,UBER*TRIP TX ECOM *REF 71622,0
T001178,A100216,2024-03-22T03:46:00,54.99,USD,ECOM,5732,LIQUORHUT,US,NY,LIQUORHUT NY ECOM *REF 57868,0
T004818,A100008,2024-03-22T04:37:00,72.09,USD,POS,5812,LIQUORHUT,US,QC,LIQUORHUT QC POS *REF 34995,0
T002674,A100175,2024-03-22T05:16:00,58.55,USD,ECOM,6011,HOTELINN,US,QC,HOTELINN QC ECOM *REF 48126,0
T004684,A100167,2024-03-22T05:20:00,109.45,USD,ECOM,5411,HOTELINN,CA,TX,HOTELINN TX ECOM *REF 76425,0
T002938,A100014,2024-03-22T07:02:00,84.2,USD,POS,5812,HOTELINN,US,ON,HOTELINN ON POS *REF 46017,0
T001181,A100278,2024-03-22T07:16:00,39.46,USD,ECOM,7011,GROCERYMART,CA,TX,GROCERYMART TX ECOM *REF 40195,0
T000945,A100185,2024-03-22T07:42:00,94.2,USD,POS,7011,UBER*TRIP,US,ON,UBER*TRIP ON POS *REF 55212,0
T001290,A100274,2024-03-22T08:49:00,143.1,USD,POS,5732,ELECTROHUB,US,ON,ELECTROHUB ON POS *REF 73430,1
T000174,A100093,2024-03-22T09:43:00,37.58,USD,ECOM,5999,GENSTORE,US,QC,GENSTORE QC ECOM *REF 45466,0
T004957,A100062,2024-03-22T10:12:00,75.93,USD,ECOM,5921,ATM*WITHDRAW,US,NY,ATM*WITHDRAW NY ECOM *REF 58590,0
T004941,A100265,2024-03-22T10:12:00,12.34,USD,P2P,5411,LIQUORHUT,US,ON,LIQUORHUT ON P2P *REF 51748,0
T001235,A100231,2024-03-22T12:38:00,43.72,USD,P2P,4789,UBER*TRIP,US,NJ,UBER*TRIP NJ P2P *REF 79147,0
T002131,A100012,2024-03-22T12:57:00,66.59,USD,ECOM,7011,SHIP*FREIGHT,US,BC,SHIP*FREIGHT BC ECOM *REF 77687,0
T000526,A100040,2024-03-22T13:47:00,18.38,USD,POS,5812,CAFEBEAN,US,ON,CAFEBEAN ON POS *REF 95053,0
T002157,A100263,2024-03-22T13:47:00,76.15,USD,ECOM,5921,ATM*WITHDRAW,US,BC,ATM*WITHDRAW BC ECOM *REF 13093,0
T002847,A100060,2024-03-22T14:22:00,70.42,USD,P2P,6011,GROCERYMART,US,NJ,GROCERYMART NJ P2P *REF 23246,0
T001917,A100101,2024-03-22T14:29:00,51.75,USD,ECOM,5411,GENSTORE,US,ON,GENSTORE ON ECOM *REF 16495,0
T003699,A100261,2024-03-22T14:56:00,91.54,USD,POS,5411,SHIP*FREIGHT,CA,QC,SHIP*FREIGHT QC POS *REF 81525,0
T001211,A100002,2024-03-22T16:01:00,25.21,USD,ECOM,5812,GENSTORE,CA,BC,GENSTORE BC ECOM *REF 59229,0
T003975,A100153,2024-03-22T17:09:00,102.24,USD,POS,5411,ELECTROHUB,US,QC,ELECTROHUB QC POS *REF 75003,0
T000371,A100016,2024-03-22T18:03:00,23.86,USD,POS,6011,CAFEBEAN,US,NJ,CAFEBEAN NJ POS *REF 66186,0
T000589,A100175,2024-03-22T18:25:00,34.91,USD,ECOM,7011,LIQUORHUT,US,QC,LIQUORHUT QC ECOM *REF 84907,0
T001841,A100163,2024-03-22T18:51:00,7.26,USD,ECOM,7011,LIQUORHUT,US,QC,LIQUORHUT QC ECOM *REF 91859,0
T002848,A100041,2024-03-22T19:04:00,40.24,USD,ECOM,4111,CAFEBEAN,CA,QC,CAFEBEAN QC ECOM *REF 46686,0
T003414,A100294,2024-03-22T19:39:00,77.49,USD,P2P,4111,HOTELINN,CA,BC,HOTELINN BC P2P *REF 74350,0
T002307,A100005,2024-03-22T20:10:00,68.04,USD,POS,5921,ELECTROHUB,CA,TX,ELECTROHUB TX POS *REF 38020,0
T000172,A100082,2024-03-22T20:24:00,50.57,USD,POS,5812,ATM*WITHDRAW,CA,QC,ATM*WITHDRAW QC POS *REF 47291,0
T001217,A100034,2024-03-22T21:05:00,92.72,USD,POS,5411,ATM*WITHDRAW,US,NJ,ATM*WITHDRAW NJ POS *REF 73762,0
T003714,A100084,2024-03-22T21:38:00,28.89,USD,ECOM,5812,CAFEBEAN,US,NJ,CAFEBEAN NJ ECOM *REF 45254,0
T002902,A100061,2024-03-22T21:46:00,73.01,USD,POS,7011,GROCERYMART,US,BC,GROCERYMART BC POS *REF 44637,0
T002108,A100252,2024-03-23T00:48:00,85.39,USD,POS,6011,ELECTROHUB,US,QC,ELECTROHUB QC POS *REF 87993,0
T003747,A100007,2024-03-23T02:20:00,89.39,USD,ATM,4789,ATM*WITHDRAW,US,TX,ATM*WITHDRAW TX ATM *REF 20097,0
T004890,A100148,2024-03-23T02:53:00,89.33,USD,ECOM,5732,SHIP*FREIGHT,US,CA,SHIP*FREIGHT CA ECOM *REF 48805,0
T001322,A100274,2024-03-23T02:55:00,47.43,USD,POS,5732,HOTELINN,US,ON,HOTELINN ON POS *REF 82962,0
T001007,A100119,2024-03-23T03:00:00,33.83,USD,POS,6011,LIQUORHUT,US,ON,LIQUORHUT ON POS *REF 61490,0
T004386,A100085,2024-03-23T03:01:00,93.36,USD,ECOM,5921,CAFEBEAN,US,BC,CAFEBEAN BC ECOM *REF 34097,0
T001890,A100038,2024-03-23T03:11:00,66.99,USD,ECOM,5732,LIQUORHUT,US,BC,LIQUORHUT BC ECOM *REF 46808,0
T002188,A100273,2024-03-23T03:12:00,105.62,USD,POS,5812,ELECTROHUB,US,NY,ELECTROHUB NY POS *REF 91925,0
T001244,A100016,2024-03-23T03:15:00,29.88,USD,ECOM,5411,ATM*WITHDRAW,US,NJ,ATM*WITHDRAW NJ ECOM *REF 48649,0
T000007,A100182,2024-03-23T03:52:00,76.45,USD,POS,4111,UBER*TRIP,US,NY,UBER*TRIP NY POS *REF 51559,0
T000066,A100184,2024-03-23T04:45:00,63.77,USD,POS,5732,GENSTORE,US,TX,GENSTORE TX POS *REF 42543,0
T004140,A100013,2024-03-23T04:45:00,26.42,USD,ECOM,4789,LIQUORHUT,CA,CA,LIQUORHUT CA ECOM *REF 62007,0
T001924,A100287,2024-03-23T05:32:00,101.62,USD,P2P,4789,GROCERYMART,US,NJ,GROCERYMART NJ P2P *REF 85364,0
T003245,A100085,2024-03-23T06:19:00,65.72,USD,ECOM,6011,HOTELINN,US,BC,HOTELINN BC ECOM *REF 34786,0
T001553,A100270,2024-03-23T06:45:00,41.37,USD,POS,6011,LIQUORHUT,US,TX,LIQUORHUT TX POS *REF 20638,0
T003194,A100114,2024-03-23T06:53:00,66.81,USD,ECOM,5921,UBER*TRIP,US,QC,UBER*TRIP QC ECOM *REF 67549,0
T002218,A100250,2024-03-23T08:31:00,38.14,USD,ECOM,5411,SHIP*FREIGHT,US,QC,SHIP*FREIGHT QC ECOM *REF 84626,0
T003644,A100033,2024-03-23T09:01:00,34.83,USD,P2P,4789,HOTELINN,US,CA,HOTELINN CA P2P *REF 55070,0
T002087,A100171,2024-03-23T09:58:00,71.85,USD,POS,5812,GROCERYMART,US,QC,GROCERYMART QC POS *REF 45854,0
T003244,A100077,2024-03-23T10:10:00,32.97,USD,ECOM,4789,ATM*WITHDRAW,US,NY,ATM*WITHDRAW NY ECOM *REF 80061,0
T002624,A100051,2024-03-23T10:24:00,138.29,USD,ECOM,5812,GROCERYMART,US,ON,GROCERYMART ON ECOM *REF 26478,0
T000572,A100223,2024-03-23T10:46:00,78.24,USD,ECOM,5732,ATM*WITHDRAW,CA,ON,ATM*WITHDRAW ON ECOM *REF 16358,0
T001006,A100298,2024-03-23T11:41:00,68.39,USD,ECOM,5732,ATM*WITHDRAW,US,NY,ATM*WITHDRAW NY ECOM *REF 15291,0
T004593,A100027,2024-03-23T12:15:00,29.5,USD,POS,5999,UBER*TRIP,US,CA,UBER*TRIP CA POS *REF 31156,0
T002881,A100080,2024-03-23T12:22:00,57.6,USD,ECOM,4789,LIQUORHUT,US,BC,LIQUORHUT BC ECOM *REF 26675,0
T004937,A100060,2024-03-23T12:43:00,623.56,USD,POS,4829,ELECTROHUB,US,NJ,ELECTROHUB NJ POS *REF 77849,1
T003446,A100222,2024-03-23T14:03:00,103.5,USD,ATM,5732,GENSTORE,US,NY,GENSTORE NY ATM *REF 15311,0
T003530,A100005,2024-03-23T14:52:00,102.81,USD,POS,5999,GENSTORE,CA,TX,GENSTORE TX POS *REF 70691,0
T001547,A100157,2024-03-23T15:18:00,45.22,USD,ECOM,5921,SHIP*FREIGHT,US,CA,SHIP*FREIGHT CA ECOM *REF 67904,0
T002224,A100234,2024-03-23T15:40:00,123.17,USD,POS,5411,SHIP*FREIGHT,CA,BC,SHIP*FREIGHT BC POS *REF 91859,0
T003440,A100005,2024-03-23T15:47:00,66.31,USD,ECOM,4111,ATM*WITHDRAW,CA,TX,ATM*WITHDRAW TX ECOM *REF 44323,0
T003152,A100198,2024-03-23T17:09:00,38.85,USD,POS,6011,SHIP*FREIGHT,US,CA,SHIP*FREIGHT CA POS *REF 48414,0
T004567,A100109,2024-03-23T18:32:00,5.31,USD,ECOM,5921,SHIP*FREIGHT,CA,TX,SHIP*FREIGHT TX ECOM *REF 21022,0
T004672,A100084,2024-03-23T19:13:00,86.58,USD,ECOM,5999,ELECTROHUB,US,NJ,ELECTROHUB NJ ECOM *REF 24766,0
T000944,A100169,2024-03-23T19:27:00,119.17,USD,ECOM,5812,ELECTROHUB,CA,CA,ELECTROHUB CA ECOM *REF 88571,0
T004257,A100021,2024-03-23T20:25:00,96.31,USD,ECOM,5732,UBER*TRIP,US,TX,UBER*TRIP TX ECOM *REF 75416,0
T003465,A100297,2024-03-23T20:40:00,95.36,USD,POS,7011,ELECTROHUB,CA,NY,ELECTROHUB NY POS *REF 26867,0
T000617,A100299,2024-03-23T20:54:00,32.58,USD,POS,5732,LIQUORHUT,US,ON,LIQUORHUT ON POS *REF 44638,0
T003788,A100299,2024-03-24T00:19:00,22.65,USD,ECOM,4111,GENSTORE,US,ON,GENSTORE ON ECOM *REF 15311,0
T002321,A100071,2024-03-24T01:38:00,134.08,USD,POS,4789,GENSTORE,US,ON,GENSTORE ON POS *REF 44587,0
T002433,A100282,2024-03-24T02:55:00,47.46,USD,ECOM,6011,SHIP*FREIGHT,US,TX,SHIP*FREIGHT TX ECOM *REF 18340,0
T000278,A100054,2024-03-24T04:13:00,7.16,USD,POS,4111,HOTELINN,US,TX,HOTELINN TX POS *REF 69944,0
T001421,A100018,2024-03-24T05:42:00,87.98,USD,POS,5732,SHIP*FREIGHT,CA,NY,SHIP*FREIGHT NY POS *REF 36534,0
T001580,A100208,2024-03-24T07:08:00,116.29,USD,POS,5732,HOTELINN,US,CA,HOTELINN CA POS *REF 71267,0
T004742,A100033,2024-03-24T08:38:00,65.65,USD,POS,6011,SHIP*FREIGHT,US,CA,SHIP*FREIGHT CA POS *REF 87268,0
T000480,A100072,2024-03-24T08:48:00,136.62,USD,ECOM,5812,HOTELINN,CA,ON,HOTELINN ON ECOM *REF 55967,0
T004867,A100127,2024-03-24T09:20:00,77.25,USD,ECOM,6011,CAFEBEAN,US,NY,CAFEBEAN NY ECOM *REF 97527,0
T002073,A100282,2024-03-24T09:23:00,44.22,USD,ECOM,5411,GENSTORE,US,TX,GENSTORE TX ECOM *REF 28894,0
T000323,A100262,2024-03-24T10:28:00,37.09,USD,POS,4111,CAFEBEAN,US,NY,CAFEBEAN NY POS *REF 77300,0
T004539,A100083,2024-03-24T11:08:00,130.11,USD,ECOM,7011,SHIP*FREIGHT,US,QC,SHIP*FREIGHT QC ECOM *REF 36699,0
T004008,A100229,2024-03-24T11:25:00,61.07,USD,POS,5999,CAFEBEAN,US,NY,CAFEBEAN NY POS *REF 83716,0
T004012,A100058,2024-03-24T11:34:00,96.96,USD,POS,5921,UBER*TRIP,US,NY,UBER*TRIP NY POS *REF 91209,0
T003264,A100054,2024-03-24T11:39:00,20.61,USD,ECOM,6011,LIQUORHUT,US,TX,LIQUORHUT TX ECOM *REF 12056,0
T002052,A100054,2024-03-24T11:54:00,62.28,USD,ECOM,6011,SHIP*FREIGHT,US,TX,SHIP*FREIGHT TX ECOM *REF 74500,0
T003830,A100054,2024-03-24T12:29:00,60.08,USD,POS,5732,ELECTROHUB,US,TX,ELECTROHUB TX POS *REF 21649,0
T002818,A100144,2024-03-24T14:47:00,4.81,USD,P2P,5732,ATM*WITHDRAW,US,BC,ATM*WITHDRAW BC P2P *REF 30735,0
T003501,A100099,2024-03-24T16:08:00,46.8,USD,POS,5921,GROCERYMART,CA,NY,GROCERYMART NY POS *REF 18392,0
T001539,A100160,2024-03-24T16:34:00,7.87,USD,POS,5411,CAFEBEAN,US,NJ,CAFEBEAN NJ POS *REF 64904,0
T000969,A100248,2024-03-24T17:52:00,5.13,USD,ECOM,7011,ATM*WITHDRAW,US,BC,ATM*WITHDRAW BC ECOM *REF 91799,0
T004124,A100070,2024-03-24T18:21:00,136.98,USD,POS,4829,CRYPTO*EXCHANGE,US,QC,CRYPTO*EXCHANGE QC POS *REF 14586,1
T003752,A100091,2024-03-24T19:17:00,84.51,USD,POS,5411,GROCERYMART,US,BC,GROCERYMART BC POS *REF 99263,0
T000377,A100214,2024-03-24T20:18:00,66.16,USD,P2P,5999,CAFEBEAN,US,BC,CAFEBEAN BC P2P *REF 96792,0
T003100,A100041,2024-03-24T22:00:00,104.27,USD,ECOM,5812,ELECTROHUB,CA,QC,ELECTROHUB QC ECOM *REF 61709,0
T004010,A100261,2024-03-24T22:55:00,32.83,USD,ECOM,4789,GROCERYMART,CA,QC,GROCERYMART QC ECOM *REF 78762,0
T002886,A100098,2024-03-24T23:21:00,123.5,USD,ECOM,5732,GENSTORE,US,NY,GENSTORE NY ECOM *REF 65645,0
T004599,A100243,2024-03-25T00:48:00,34.9,USD,ECOM,5999,LIQUORHUT,US,NY,LIQUORHUT NY ECOM *REF 54174,0
T000130,A100096,2024-03-25T04:15:00,64.45,USD,POS,5921,HOTELINN,US,BC,HOTELINN BC POS *REF 77971,0
T002007,A100151,2024-03-25T04:44:00,101.84,USD,ECOM,5732,ELECTROHUB,CA,NJ,ELECTROHUB NJ ECOM *REF 78062,0
T004449,A100203,2024-03-25T06:59:00,29.83,USD,ECOM,6011,GROCERYMART,US,QC,GROCERYMART QC ECOM *REF 51155,0
T000566,A100239,2024-03-25T07:39:00,47.83,USD,POS,5812,ATM*WITHDRAW,US,QC,ATM*WITHDRAW QC POS *REF 40101,0
T002718,A100216,2024-03-25T08:18:00,93.02,USD,P2P,5812,SHIP*FREIGHT,US,NY,SHIP*FREIGHT NY P2P *REF 62754,0
T004914,A100127,2024-03-25T09:10:00,105.82,USD,POS,5921,ELECTROHUB,US,NY,ELECTROHUB NY POS *REF 29539,0
T003061,A100116,2024-03-25T09:30:00,53.78,USD,ECOM,4111,CAFEBEAN,US,TX,CAFEBEAN TX ECOM *REF 21647,0
T002201,A100214,2024-03-25T10:55:00,81.07,USD,ECOM,5411,UBER*TRIP,US,BC,UBER*TRIP BC ECOM *REF 25683,0
T004610,A100087,2024-03-25T11:24:00,86.15,USD,POS,4789,GROCERYMART,US,ON,GROCERYMART ON POS *REF 80914,0
T004707,A100120,2024-03-25T13:47:00,148.34,USD,POS,5921,UBER*TRIP,US,NY,UBER*TRIP NY POS *REF 62874,0
T002797,A100222,2024-03-25T14:04:00,45.3,USD,ECOM,4111,UBER*TRIP,US,NY,UBER*TRIP NY ECOM *REF 32746,0
T002160,A100239,2024-03-25T14:49:00,60.19,USD,POS,5411,CAFEBEAN,US,QC,CAFEBEAN QC POS *REF 33104,0
T001861,A100056,2024-03-25T15:25:00,48.0,USD,ECOM,7011,HOTELINN,US,BC,HOTELINN BC ECOM *REF 54267,0
T002813,A100230,2024-03-25T17:07:00,58.41,USD,ECOM,4111,GENSTORE,US,NJ,GENSTORE NJ ECOM *REF 24790,0
T000430,A100255,2024-03-25T20:04:00,59.06,USD,POS,7011,LIQUORHUT,US,BC,LIQUORHUT BC POS *REF 35937,0
T001860,A100190,2024-03-25T20:26:00,97.89,USD,ECOM,4789,ELECTROHUB,CA,NY,ELECTROHUB NY ECOM *REF 45448,0
T004814,A100091,2024-03-25T21:18:00,77.2,USD,ECOM,6011,GENSTORE,US,BC,GENSTORE BC ECOM *REF 38254,0
T001836,A100003,2024-03-25T22:24:00,134.92,USD,ATM,4111,ELECTROHUB,US,NY,ELECTROHUB NY ATM *REF 25452,0
T003353,A100065,2024-03-25T23:27:00,83.11,USD,ECOM,5921,HOTELINN,US,ON,HOTELINN ON ECOM *REF 65179,0
T004682,A100270,2024-03-26T00:21:00,97.01,USD,ECOM,5999,ELECTROHUB,US,TX,ELECTROHUB TX ECOM *REF 18203,0
T004193,A100267,2024-03-26T01:16:00,82.85,USD,POS,4111,GENSTORE,US,BC,GENSTORE BC POS *REF 69727,0
T000862,A100276,2024-03-26T02:38:00,105.38,USD,POS,5812,CAFEBEAN,US,TX,CAFEBEAN TX POS *REF 53000,0
T001391,A100113,2024-03-26T03:16:00,67.52,USD,POS,7011,LIQUORHUT,US,BC,LIQUORHUT BC POS *REF 78757,0
T003731,A100142,2024-03-26T03:43:00,18.19,USD,ECOM,5732,LIQUORHUT,CA,ON,LIQUORHUT ON ECOM *REF 56967,0
T001640,A100281,2024-03-26T03:55:00,143.51,USD,POS,5732,HOTELINN,US,BC,HOTELINN BC POS *REF 31335,0
T000626,A100227,2024-03-26T04:45:00,50.12,USD,POS,6011,CAFEBEAN,US,QC,CAFEBEAN QC POS *REF 77148,0
T002752,A100203,2024-03-26T04:53:00,55.34,USD,ECOM,5999,ATM*WITHDRAW,US,QC,ATM*WITHDRAW QC ECOM *REF 25489,0
T004025,A100088,2024-03-26T06:26:00,135.34,USD,ECOM,5921,SHIP*FREIGHT,US,TX,SHIP*FREIGHT TX ECOM *REF 79580,0
T004104,A100132,2024-03-26T08:07:00,66.93,USD,ECOM,5999,SHIP*FREIGHT,US,QC,SHIP*FREIGHT QC ECOM *REF 46752,0
T001407,A100087,2024-03-26T10:53:00,348.49,USD,POS,5999,CRYPTO*EXCHANGE,US,ON,CRYPTO*EXCHANGE ON POS *REF 98118,1
T003729,A100148,2024-03-26T11:11:00,20.42,USD,ECOM,5732,LIQUORHUT,US,CA,LIQUORHUT CA ECOM *REF 16880,0
T002976,A100015,2024-03-26T12:05:00,48.6,USD,POS,5999,UBER*TRIP,US,ON,UBER*TRIP ON POS *REF 62481,0
T004488,A100025,2024-03-26T12:45:00,119.46,USD,POS,5812,LIQUORHUT,US,NJ,LIQUORHUT NJ POS *REF 80478,0
T004002,A100074,2024-03-26T15:21:00,3.74,USD,POS,7011,LIQUORHUT,US,ON,LIQUORHUT ON POS *REF 66073,0
T004175,A100132,2024-03-26T15:38:00,44.78,USD,ATM,5921,SHIP*FREIGHT,US,QC,SHIP*FREIGHT QC ATM *REF 79944,0
T000496,A100038,2024-03-26T15:56:00,6.67,USD,ECOM,7011,LIQUORHUT,US,BC,LIQUORHUT BC ECOM *REF 17089,0
T003934,A100265,2024-03-26T17:19:00,57.09,USD,ECOM,5999,CAFEBEAN,US,ON,CAFEBEAN ON ECOM *REF 66156,0
T003551,A100120,2024-03-26T18:06:00,70.92,USD,ECOM,7011,GENSTORE,US,NY,GENSTORE NY ECOM *REF 30845,0
T001891,A100073,2024-03-26T18:44:00,102.31,USD,POS,5411,LIQUORHUT,US,NY,LIQUORHUT NY POS *REF 36679,0
T003332,A100287,2024-03-26T20:02:00,31.16,USD,POS,5812,LIQUORHUT,US,NJ,LIQUORHUT NJ POS *REF 36480,0
T000871,A100135,2024-03-26T21:08:00,61.13,USD,ECOM,5812,ATM*WITHDRAW,US,ON,ATM*WITHDRAW ON ECOM *REF 83553,0
T001459,A100049,2024-03-26T22:29:00,2.52,USD,POS,5732,LIQUORHUT,US,BC,LIQUORHUT BC POS *REF 66166,0
T001723,A100196,2024-03-26T23:06:00,76.94,USD,POS,5732,HOTELINN,US,QC,HOTELINN QC POS *REF 45141,0
T000729,A100276,2024-03-26T23:53:00,124.06,USD,ECOM,4789,ELECTROHUB,US,TX,ELECTROHUB TX ECOM *REF 87097,0
T004547,A100238,2024-03-26T23:57:00,135.06,USD,ECOM,5411,ATM*WITHDRAW,US,NY,ATM*WITHDRAW NY ECOM *REF 48464,0
T004484,A100039,2024-03-27T01:03:00,169.24,USD,ATM,6011,ATM*WITHDRAW,US,QC,ATM*WITHDRAW QC ATM *REF 34142,0
